repo_name,repo_url,clone_url,stars,forks,last_pushed,description,quality_label
zhayujie/chatgpt-on-wechat,https://github.com/zhayujie/chatgpt-on-wechat,https://github.com/zhayujie/chatgpt-on-wechat.git,41003,9705,2026-02-04T14:51:54Z,CowAgentæ˜¯åŸºäºå¤§æ¨¡å‹çš„è¶…çº§AIåŠ©ç†ï¼Œèƒ½ä¸»åŠ¨æ€è€ƒå’Œä»»åŠ¡è§„åˆ’ã€è®¿é—®æ“ä½œç³»ç»Ÿå’Œå¤–éƒ¨èµ„æºã€åˆ›é€ å’Œæ‰§è¡ŒSkillsã€æ‹¥æœ‰é•¿æœŸè®°å¿†å¹¶ä¸æ–­æˆé•¿ã€‚åŒæ—¶æ”¯æŒé£ä¹¦ã€é’‰é’‰ã€ä¼ä¸šå¾®ä¿¡åº”ç”¨ã€å¾®ä¿¡å…¬ä¼—å·ã€ç½‘é¡µç­‰æ¥å…¥ï¼Œå¯é€‰æ‹©OpenAI/Claude/Gemini/DeepSeek/ Qwen/GLM/Kimi/LinkAIï¼Œèƒ½å¤„ç†æ–‡æœ¬ã€è¯­éŸ³ã€å›¾ç‰‡å’Œæ–‡ä»¶ï¼Œå¯å¿«é€Ÿæ­å»ºä¸ªäººAIåŠ©æ‰‹å’Œä¼ä¸šæ•°å­—å‘˜å·¥ã€‚,1
chubin/cheat.sh,https://github.com/chubin/cheat.sh,https://github.com/chubin/cheat.sh.git,40855,1900,2025-12-23T18:48:24Z,the only cheat sheet you need,1
ccxt/ccxt,https://github.com/ccxt/ccxt,https://github.com/ccxt/ccxt.git,40816,8502,2026-02-04T15:00:27Z,A cryptocurrency trading API with more than 100 exchanges in JavaScript / TypeScript / Python / C# / PHP / Go ,1
Aider-AI/aider,https://github.com/Aider-AI/aider,https://github.com/Aider-AI/aider.git,40342,3868,2026-01-19T15:39:28Z,aider is AI pair programming in your terminal,1
jingyaogong/minimind,https://github.com/jingyaogong/minimind,https://github.com/jingyaogong/minimind.git,38726,4654,2026-01-30T12:30:57Z,ğŸš€ğŸš€ ã€Œå¤§æ¨¡å‹ã€2å°æ—¶å®Œå…¨ä»0è®­ç»ƒ26Mçš„å°å‚æ•°GPTï¼ğŸŒ Train a 26M-parameter GPT from scratch in just 2h!,1
2noise/ChatTTS,https://github.com/2noise/ChatTTS,https://github.com/2noise/ChatTTS.git,38653,4205,2026-01-18T05:30:01Z,A generative speech model for daily dialogue.,1
mthbernardes/fses,https://github.com/mthbernardes/fses,https://github.com/mthbernardes/fses.git,49,15,2017-09-06T07:02:00Z,Fucking Search Engines Scraper - python library to scrap url's from search engines,0
BorjaMerino/tlsInjector,https://github.com/BorjaMerino/tlsInjector,https://github.com/BorjaMerino/tlsInjector.git,49,20,2015-06-22T09:15:33Z,Python script to inject and run shellcodes through TLS callbacks,0
schvarcz/quadtree-X-occupancy-grid,https://github.com/schvarcz/quadtree-X-occupancy-grid,https://github.com/schvarcz/quadtree-X-occupancy-grid.git,49,9,2018-03-30T11:42:00Z,Quadtree x Occupancy grid (map representation and path planning),0
Pylons/pyramid_beaker,https://github.com/Pylons/pyramid_beaker,https://github.com/Pylons/pyramid_beaker.git,49,23,2024-04-05T06:17:07Z,Beaker sessioning bindings for Pyramid,0
astooke/accel_rl,https://github.com/astooke/accel_rl,https://github.com/astooke/accel_rl.git,49,11,2019-03-20T02:56:14Z,Accelerated Methods for Deep Reinforcement Learning,0
blackredscarf/pytorch-SkipGram,https://github.com/blackredscarf/pytorch-SkipGram,https://github.com/blackredscarf/pytorch-SkipGram.git,49,9,2018-08-31T09:05:39Z,Implementing Skip-gram Negative Sampling with pytorch,0
hatching/roach,https://github.com/hatching/roach,https://github.com/hatching/roach.git,49,21,2021-12-08T13:13:44Z,Cockroach is your primitive & immortal swiss army knife.,0
jacky-xbb/blockchain-py,https://github.com/jacky-xbb/blockchain-py,https://github.com/jacky-xbb/blockchain-py.git,49,21,2019-10-14T10:07:35Z,A python imlementation of blockchain_go,0
facebookresearch/binary-image-selection,https://github.com/facebookresearch/binary-image-selection,https://github.com/facebookresearch/binary-image-selection.git,49,9,2021-09-15T21:12:49Z,BISON: Binary Image SelectiON,0
cjlin1/simpleNN,https://github.com/cjlin1/simpleNN,https://github.com/cjlin1/simpleNN.git,49,11,2021-05-13T12:33:16Z,,0
OS-ABC/AIOsp-Fault-Diagnosis,https://github.com/OS-ABC/AIOsp-Fault-Diagnosis,https://github.com/OS-ABC/AIOsp-Fault-Diagnosis.git,49,19,2021-05-25T04:39:57Z,,0
hui-po-wang/hijackgan,https://github.com/hui-po-wang/hijackgan,https://github.com/hui-po-wang/hijackgan.git,49,1,2021-06-13T11:46:36Z,"[CVPR 2021] Pytorch implementation of Hijack-GAN: Unintended-Use of Pretrained, Black-Box GANs",0
GZQ0723/YoloV4,https://github.com/GZQ0723/YoloV4,https://github.com/GZQ0723/YoloV4.git,49,28,2020-04-25T13:10:07Z,object detection \ yolov4,0
JindongJiang/SCALOR,https://github.com/JindongJiang/SCALOR,https://github.com/JindongJiang/SCALOR.git,49,14,2023-12-24T04:10:37Z,"Official Release of ICLR 2020 paper ""SCALOR: Generative World Models with Scalable Object Representations""",0
alexdotpink/haveibeenfacebooked-api,https://github.com/alexdotpink/haveibeenfacebooked-api,https://github.com/alexdotpink/haveibeenfacebooked-api.git,49,4,2021-04-08T12:19:13Z,,0
jiushill/wmi-hack-py,https://github.com/jiushill/wmi-hack-py,https://github.com/jiushill/wmi-hack-py.git,49,4,2023-05-08T09:11:35Z,,0
hongyixu37/omniavatar-proj,https://github.com/hongyixu37/omniavatar-proj,https://github.com/hongyixu37/omniavatar-proj.git,49,1,2023-05-28T01:04:03Z,,0
datacorruption/Rave-Strategies,https://github.com/datacorruption/Rave-Strategies,https://github.com/datacorruption/Rave-Strategies.git,49,5,2021-07-13T00:35:04Z,,0
apurv-r/discord-together,https://github.com/apurv-r/discord-together,https://github.com/apurv-r/discord-together.git,49,10,2022-07-28T11:05:08Z,"An unofficial module that allows the use of the Discord's BETA feature, Party Games - like YouTube together or Poker Night.   ",0
zhangzhenyu13/llm3s-conatiner,https://github.com/zhangzhenyu13/llm3s-conatiner,https://github.com/zhangzhenyu13/llm3s-conatiner.git,49,12,2023-08-14T09:07:16Z,large language model training-3-stages+deployment,0
ShineChen1024/MiaoBi,https://github.com/ShineChen1024/MiaoBi,https://github.com/ShineChen1024/MiaoBi.git,49,4,2024-03-11T10:34:14Z,"Chinese Stable Diffusion, zh SD,ä¸­æ–‡æ–‡ç”Ÿå›¾ï¼Œä¸­æ–‡SDï¼Œä¸­æ–‡Stable Diffusion",0
guybuk/ANCOR,https://github.com/guybuk/ANCOR,https://github.com/guybuk/ANCOR.git,49,5,2021-05-25T19:37:13Z,Fine-grained Angular Contrastive Learning with Coarse Labels - Official Repository,0
johnman3032/simple-lora-dreambooth-trainer,https://github.com/johnman3032/simple-lora-dreambooth-trainer,https://github.com/johnman3032/simple-lora-dreambooth-trainer.git,49,2,2023-11-28T08:17:37Z,A collection of simple training GUIs for SD1.5 and SDXL.,0
LA30/Cas-Gnn,https://github.com/LA30/Cas-Gnn,https://github.com/LA30/Cas-Gnn.git,49,9,2022-01-28T06:59:59Z,Cascade Graph Neural Networks for RGB-D Salient Object Detection (ECCV20),0
RafayKhattak/csvGPT,https://github.com/RafayKhattak/csvGPT,https://github.com/RafayKhattak/csvGPT.git,49,14,2024-02-04T13:25:12Z,"csvGPT is an web app tool that enables users to upload CSV files, visualize the data, and have interactive conversations with an AI model. ",0
FizzleDorf/AIT,https://github.com/FizzleDorf/AIT,https://github.com/FizzleDorf/AIT.git,49,12,2023-10-12T06:35:20Z,This was orginally written by: https://github.com/hlky,0
brdevstreamers/brdevstreamers-api,https://github.com/brdevstreamers/brdevstreamers-api,https://github.com/brdevstreamers/brdevstreamers-api.git,49,12,2023-07-17T12:15:48Z,,0
akleber/fronius-json-tools,https://github.com/akleber/fronius-json-tools,https://github.com/akleber/fronius-json-tools.git,49,12,2022-09-05T15:26:36Z,Python tools to work with the json data of the Fronius Solar API,0
hechtlinger/graph_cnn,https://github.com/hechtlinger/graph_cnn,https://github.com/hechtlinger/graph_cnn.git,49,17,2017-05-19T16:58:41Z,"Supplementary code to ""Convolutional Neural Networks Generalization Utilizing the Data Graph Structure""",0
HikkaV/Precise-face-alignment,https://github.com/HikkaV/Precise-face-alignment,https://github.com/HikkaV/Precise-face-alignment.git,49,13,2020-02-10T14:29:26Z,"Precise face-alignment with opencv and dlib, using some geometry magic.",0
RookieJunChen/Pattern-recognition-and-deep-learning,https://github.com/RookieJunChen/Pattern-recognition-and-deep-learning,https://github.com/RookieJunChen/Pattern-recognition-and-deep-learning.git,49,29,2020-07-11T05:01:06Z,A simple tutorial for pytorch in deeplearning.,0
zombiB/zombi-addons,https://github.com/zombiB/zombi-addons,https://github.com/zombiB/zombi-addons.git,49,24,2024-08-14T13:31:18Z,,0
johnbeard/kiplot,https://github.com/johnbeard/kiplot,https://github.com/johnbeard/kiplot.git,49,90,2020-04-30T23:50:29Z,KiCad plotting utility,0
Chocapikk/CVE-2024-56145,https://github.com/Chocapikk/CVE-2024-56145,https://github.com/Chocapikk/CVE-2024-56145.git,49,14,2024-12-23T12:51:54Z,Unauthenticated RCE on CraftCMS when PHP `register_argc_argv` config setting is enabled,0
percent4/keras_bert_text_classification,https://github.com/percent4/keras_bert_text_classification,https://github.com/percent4/keras_bert_text_classification.git,49,9,2021-04-04T13:27:20Z,æœ¬é¡¹ç›®é‡‡ç”¨Keraså’ŒKeras-bertå®ç°æ–‡æœ¬å¤šåˆ†ç±»ä»»åŠ¡ï¼Œå¯¹BERTè¿›è¡Œå¾®è°ƒã€‚,0
google/dotty,https://github.com/google/dotty,https://github.com/google/dotty.git,49,12,2021-03-23T15:41:30Z,,0
music-x-lab/ISMIR2019-Large-Vocabulary-Chord-Recognition,https://github.com/music-x-lab/ISMIR2019-Large-Vocabulary-Chord-Recognition,https://github.com/music-x-lab/ISMIR2019-Large-Vocabulary-Chord-Recognition.git,49,14,2024-04-09T10:16:55Z,Pre-trained models for ISMIR 2019 Paper Large-Vocabulary Chord Transcription via Chord Structure Decomposition,0
saeedkhaki92/Yield-Prediction-DNN,https://github.com/saeedkhaki92/Yield-Prediction-DNN,https://github.com/saeedkhaki92/Yield-Prediction-DNN.git,49,20,2022-11-20T04:42:39Z,"This repository contains my code for the ""Crop Yield Prediction Using Deep Neural Networks"" paper.",0
nlpdz/Medical-Named-Entity-Rec-Based-on-Dilated-CNN,https://github.com/nlpdz/Medical-Named-Entity-Rec-Based-on-Dilated-CNN,https://github.com/nlpdz/Medical-Named-Entity-Rec-Based-on-Dilated-CNN.git,49,13,2019-04-09T10:58:49Z,åŸºäºè†¨èƒ€å·ç§¯ç¥ç»ç½‘ç»œï¼ˆDilated Convolutionsï¼‰è®­ç»ƒå¥½çš„åŒ»ç–—å‘½åå®ä½“è¯†åˆ«å·¥å…·,0
GentleZhu/Shift-Robust-GNNs,https://github.com/GentleZhu/Shift-Robust-GNNs,https://github.com/GentleZhu/Shift-Robust-GNNs.git,49,7,2022-06-03T15:36:11Z,"""Shift-Robust GNNs: Overcoming the Limitations of Localized Graph Training Data"" (NeurIPS 21')",0
H2K804/CycleGAN-medical-image-segmentation,https://github.com/H2K804/CycleGAN-medical-image-segmentation,https://github.com/H2K804/CycleGAN-medical-image-segmentation.git,49,13,2019-08-22T17:41:32Z,"Implementation of CycleGAN for unsupervised image segmentaion, performed on brain tumor scans",0
jordib123/replay-jamming-attack,https://github.com/jordib123/replay-jamming-attack,https://github.com/jordib123/replay-jamming-attack.git,49,7,2019-09-05T10:54:27Z,Automated replay and jamming attack against remote keyless entry systems,0
com-puter-tips/SEO-Analysis,https://github.com/com-puter-tips/SEO-Analysis,https://github.com/com-puter-tips/SEO-Analysis.git,49,11,2023-05-23T01:44:10Z,A Python script to gain some insights from a domain and list of keywords.,0
osgeosuomi/GlobeBuilder,https://github.com/osgeosuomi/GlobeBuilder,https://github.com/osgeosuomi/GlobeBuilder.git,49,6,2022-05-20T05:40:21Z,QGIS 3 plugin meant for adding globe visualization for the current map.,0
wang59695487/hand_teleop_real_sim_mix_adr,https://github.com/wang59695487/hand_teleop_real_sim_mix_adr,https://github.com/wang59695487/hand_teleop_real_sim_mix_adr.git,49,0,2024-11-28T05:53:08Z,,0
afm-shahab-uddin/SaliencyMix,https://github.com/afm-shahab-uddin/SaliencyMix,https://github.com/afm-shahab-uddin/SaliencyMix.git,49,13,2022-11-23T02:56:05Z,SaliencyMix: A Saliency Guided Data Augmentation Strategy for Better Regularization,0
pinple/Xweibo,https://github.com/pinple/Xweibo,https://github.com/pinple/Xweibo.git,49,7,2018-12-04T15:33:46Z,ğŸ’Š åˆ é™¤æ‰€æœ‰å¾®åšç—•è¿¹,0
chenwj1989/pafx,https://github.com/chenwj1989/pafx,https://github.com/chenwj1989/pafx.git,49,13,2021-08-19T01:10:54Z,Python Audio Effects,0
nkhilgaba/YoutubeToSpotify,https://github.com/nkhilgaba/YoutubeToSpotify,https://github.com/nkhilgaba/YoutubeToSpotify.git,49,11,2019-04-20T06:48:08Z,"A Python script to fetch tracks of music channels on Youtube, find them on Spotify and add them to a playlist",0
thu-nics/MixDQ,https://github.com/thu-nics/MixDQ,https://github.com/thu-nics/MixDQ.git,49,5,2024-11-27T03:17:44Z,[ECCV24] MixDQ: Memory-Efficient Few-Step Text-to-Image Diffusion Models with Metric-Decoupled Mixed Precision Quantization,0
fufankeji/ReAct_AI_Agent,https://github.com/fufankeji/ReAct_AI_Agent,https://github.com/fufankeji/ReAct_AI_Agent.git,49,12,2024-09-19T09:56:03Z,åŸºäºReActæ„å»ºçš„ç”µå•†æ™ºèƒ½å®¢æœä»£ç†,0
sundios/google-visibility-score,https://github.com/sundios/google-visibility-score,https://github.com/sundios/google-visibility-score.git,49,15,2023-01-25T19:58:11Z,Get your own Google visibility score using Google Search Console Api and your own Keyword list.,0
wodxgod/Simple-Obfuscator,https://github.com/wodxgod/Simple-Obfuscator,https://github.com/wodxgod/Simple-Obfuscator.git,49,13,2022-07-12T19:38:43Z,An extremely simple Python 3 obfuscator,0
hepesu/LineNormalizer,https://github.com/hepesu/LineNormalizer,https://github.com/hepesu/LineNormalizer.git,49,6,2020-08-01T02:32:51Z,Normalize rasterization line-drawings to uniform width using deep learning.,0
cqu20160901/yolov11_deploymethods,https://github.com/cqu20160901/yolov11_deploymethods,https://github.com/cqu20160901/yolov11_deploymethods.git,49,7,2025-01-31T14:33:19Z,yolov11ï¼ˆyolov8ï¼‰å°è¯•äº†7ç§ä¸åŒçš„éƒ¨ç½²æ–¹æ³•ï¼Œå¹¶å¯¹æ¯ç§æ–¹æ³•çš„ä¼˜åŠ¿è¿›è¡Œäº†ç®€å•æ€»ç»“ã€‚ä¸åŒçš„å¹³å°ã€ä¸åŒçš„æ—¶è€—æˆ–CPUå ç”¨éœ€æ±‚ï¼Œæ€»æœ‰ä¸€ç§æ–¹æ³•æ˜¯é€‚ç”¨çš„ã€‚é’ˆå¯¹æƒ³å…¥é—¨éƒ¨ç½²çš„ä¹Ÿæ˜¯ä¸€ä¸ªå¾ˆå¥½çš„å‚è€ƒå­¦ä¹ èµ„æ–™ã€‚,0
Dascienz/phpBB-forum-scraper,https://github.com/Dascienz/phpBB-forum-scraper,https://github.com/Dascienz/phpBB-forum-scraper.git,49,17,2020-05-29T01:28:48Z,Python-based web crawlers for scraping phpBB forum posts.,0
wjwjww/OLI2MSI,https://github.com/wjwjww/OLI2MSI,https://github.com/wjwjww/OLI2MSI.git,49,6,2021-10-13T13:18:49Z,a dataset for remote sensing super-resolution,0
kah-ve/codesignal,https://github.com/kah-ve/codesignal,https://github.com/kah-ve/codesignal.git,49,13,2019-04-01T21:45:39Z,Codesignal Coding Solutions,0
ansfl/BeamsNet,https://github.com/ansfl/BeamsNet,https://github.com/ansfl/BeamsNet.git,49,4,2022-07-24T10:50:14Z,Data-driven approach for AUV navigation ,0
JayveeHe/MusicTaster,https://github.com/JayveeHe/MusicTaster,https://github.com/JayveeHe/MusicTaster.git,49,16,2020-06-06T03:42:39Z,ä¸€ç§song2vecã€artist2vecçš„å®è·µ,0
yousefissa/Shoe-Raffle-Scripts,https://github.com/yousefissa/Shoe-Raffle-Scripts,https://github.com/yousefissa/Shoe-Raffle-Scripts.git,49,33,2017-04-27T15:34:37Z,Scripts for shoe site raffles.,0
donce71/Pedestrians-counter-raspberry,https://github.com/donce71/Pedestrians-counter-raspberry,https://github.com/donce71/Pedestrians-counter-raspberry.git,49,28,2017-02-03T19:32:48Z,Computer vision program on python for pedestrians monitoring. Method is based on static camera background subtraction.,0
gitpitch/kitchen-sink,https://github.com/gitpitch/kitchen-sink,https://github.com/gitpitch/kitchen-sink.git,49,100,2020-10-11T16:19:30Z,GitPitch Live Slideshow Presentation Feature Demo ,0
vivekjuneja/docker_registry_cli,https://github.com/vivekjuneja/docker_registry_cli,https://github.com/vivekjuneja/docker_registry_cli.git,49,28,2023-10-03T17:48:18Z,Docker Registry CLI - Provides search functionality for Docker Registry (UI and CLI),0
sarda-nikhil/pycow,https://github.com/sarda-nikhil/pycow,https://github.com/sarda-nikhil/pycow.git,49,3,2013-04-05T22:52:59Z,Copy-on-write for Python,0
MongoEngine/extras-mongoengine,https://github.com/MongoEngine/extras-mongoengine,https://github.com/MongoEngine/extras-mongoengine.git,49,36,2019-01-02T14:41:13Z,MongoEngine Extras - Field Types and any other wizardry.,0
pimoroni/PanTiltFacetracker,https://github.com/pimoroni/PanTiltFacetracker,https://github.com/pimoroni/PanTiltFacetracker.git,49,21,2017-03-22T10:02:40Z,Face Tracking for the Adafruit Mini Pan Tilt kit and Raspberry Pi camera,0
ChienliMa/DeConvNet,https://github.com/ChienliMa/DeConvNet,https://github.com/ChienliMa/DeConvNet.git,49,17,2015-03-19T12:37:16Z,"Primitive implementation of Deconvnet, used to visualize CNN. Just for fun :)",0
everestial/VCF-Simplify,https://github.com/everestial/VCF-Simplify,https://github.com/everestial/VCF-Simplify.git,49,11,2024-10-30T09:27:43Z,A python parser to simplify and build the VCF (Variant Call Format).,0
twidi/mixt,https://github.com/twidi/mixt,https://github.com/twidi/mixt.git,49,5,2023-09-28T14:44:14Z,Write html components directly in python and you have a beautiful but controversial MIXTure,0
aboutmydreams/what-trash,https://github.com/aboutmydreams/what-trash,https://github.com/aboutmydreams/what-trash.git,49,18,2023-03-01T12:19:35Z,garbage sorting assistant,0
chuanenlin/lane-detector,https://github.com/chuanenlin/lane-detector,https://github.com/chuanenlin/lane-detector.git,49,94,2019-04-22T11:24:25Z,https://towardsdatascience.com/tutorial-build-a-lane-detector-679fd8953132,0
icemiliang/pyvot,https://github.com/icemiliang/pyvot,https://github.com/icemiliang/pyvot.git,49,9,2023-10-02T05:46:00Z,A Python implementation of Monge optimal transportation,0
woodyx218/Deep-Learning-with-GDP-Tensorflow,https://github.com/woodyx218/Deep-Learning-with-GDP-Tensorflow,https://github.com/woodyx218/Deep-Learning-with-GDP-Tensorflow.git,49,10,2021-04-29T18:21:08Z,"Code to accompany the paper ""Deep Learning with Gaussian Differential Privacy""",0
bojone/unsupervised-text-generation,https://github.com/bojone/unsupervised-text-generation,https://github.com/bojone/unsupervised-text-generation.git,49,6,2021-06-03T10:08:23Z,æ— ç›‘ç£æ–‡æœ¬ç”Ÿæˆçš„ä¸€äº›æ–¹æ³•,0
ninatu/anomaly_detection,https://github.com/ninatu/anomaly_detection,https://github.com/ninatu/anomaly_detection.git,49,8,2021-11-02T08:44:04Z,"Official implementation of ""Anomaly Detection with Deep Perceptual Autoencoders.""  IEEE Access 2021",0
kerrickstaley/extracting-chinese-subs,https://github.com/kerrickstaley/extracting-chinese-subs,https://github.com/kerrickstaley/extracting-chinese-subs.git,49,5,2019-11-02T00:26:05Z,Code to extract Chinese hard subs from the TV series ä»–æ¥äº†è¯·é—­çœ¼,0
chenhaoxing/SSFormers,https://github.com/chenhaoxing/SSFormers,https://github.com/chenhaoxing/SSFormers.git,49,12,2023-07-29T10:49:24Z,"This repository is the code of the paper ""Sparse Spatial Transformers for Few-Shot Learning"" (SCIENCE CHINA Information Sciences).",0
pgiri/pycos,https://github.com/pgiri/pycos,https://github.com/pgiri/pycos.git,49,9,2024-06-28T04:54:11Z," Concurrent, Asynchronous, Distributed, Communicating Tasks with Python",0
QuantumLiu/PornHub_downloader,https://github.com/QuantumLiu/PornHub_downloader,https://github.com/QuantumLiu/PornHub_downloader.git,49,14,2017-12-27T21:28:56Z,"A GUI program,crawling links of .mp4 video files from page URL",0
arielherself/espresso,https://github.com/arielherself/espresso,https://github.com/arielherself/espresso.git,49,2,2023-02-28T17:09:29Z,"Automatically fetch latest content of ""The world in brief"" section of The Economist.",0
S1lkys/CVE-2020-15906,https://github.com/S1lkys/CVE-2020-15906,https://github.com/S1lkys/CVE-2020-15906.git,49,11,2020-10-26T22:01:33Z,Writeup of CVE-2020-15906,0
yxdragon/qq-snooker-helper,https://github.com/yxdragon/qq-snooker-helper,https://github.com/yxdragon/qq-snooker-helper.git,49,12,2020-09-20T13:19:07Z,åŸºäºå›¾åƒå¤„ç†çš„QQæ¡Œçƒè¾…åŠ©å™¨,0
haloowhite/noss-mint-script,https://github.com/haloowhite/noss-mint-script,https://github.com/haloowhite/noss-mint-script.git,49,20,2024-01-06T12:24:05Z,noss auto mint scirpt.,0
YuemingJin/MTRCNet-CL,https://github.com/YuemingJin/MTRCNet-CL,https://github.com/YuemingJin/MTRCNet-CL.git,49,18,2021-09-24T11:25:37Z,"[MedIA'20]Multi-task recurrent convolutional network with correlation loss for surgical video analysis, winner algorithm at MICCAI'19 Surgical Workflow and Skill Analysis Challenge",0
alxndrTL/othello_mamba,https://github.com/alxndrTL/othello_mamba,https://github.com/alxndrTL/othello_mamba.git,49,8,2024-04-25T19:43:12Z,Evaluating the Mamba architecture on the Othello game,0
Flionay/segmentation-learning-experiment,https://github.com/Flionay/segmentation-learning-experiment,https://github.com/Flionay/segmentation-learning-experiment.git,49,7,2023-03-10T08:44:42Z,åŸºäºPytorchæ¡†æ¶çš„è¯­ä¹‰åˆ†å‰²å­¦ä¹ ï¼ŒFCNï¼ŒUNetï¼ŒDeepLab åŸºäºVOCæ•°æ®é›†ã€‚,0
sped-br/python-sped,https://github.com/sped-br/python-sped,https://github.com/sped-br/python-sped.git,49,58,2023-08-15T06:07:09Z,Biblioteca para geraÃ§Ã£o dos arquivos do Sistema PÃºblico de EscrituraÃ§Ã£o Digital (SPED) para Python.,0
Urban-World/UrbanWorld,https://github.com/Urban-World/UrbanWorld,https://github.com/Urban-World/UrbanWorld.git,49,5,2024-11-09T05:42:13Z,"The official implementation of the paper ""UrbanWorld: An Urban World Model for 3D City Generation""",0
swallors/swall,https://github.com/swallors/swall,https://github.com/swallors/swall.git,49,33,2015-10-11T15:53:35Z,A Infrastructure Management base on Redis,0
Whiax/sd-webui-nulienhance,https://github.com/Whiax/sd-webui-nulienhance,https://github.com/Whiax/sd-webui-nulienhance.git,49,2,2023-04-01T11:57:25Z,An extension for integrating the NUl Image Enhancer (NUlIE) in sd-webui ğŸ–¼ï¸,0
thaipduong/SE3HamDL,https://github.com/thaipduong/SE3HamDL,https://github.com/thaipduong/SE3HamDL.git,49,13,2023-08-01T17:44:11Z,"Code for our RSS'21 paper: ""Hamiltonian-based Neural ODE Networks on the SE(3) Manifold For Dynamics Learning and Control""",0
OZv/VOC,https://github.com/OZv/VOC,https://github.com/OZv/VOC.git,49,18,2016-04-16T04:17:49Z,none,0
cldeluna/nornir-config,https://github.com/cldeluna/nornir-config,https://github.com/cldeluna/nornir-config.git,49,16,2022-12-08T10:24:49Z,Using Nornir Automation Framework to generate device configurations,0
bcol23/HyperIM,https://github.com/bcol23/HyperIM,https://github.com/bcol23/HyperIM.git,49,11,2019-09-04T15:09:03Z,"PyTorch implementation of the paper ""Hyperbolic Interaction Model For Hierarchical Multi-Label Classification""",0
shouxieai/word_2_vec,https://github.com/shouxieai/word_2_vec,https://github.com/shouxieai/word_2_vec.git,49,28,2022-08-15T03:31:27Z,word_2_vec,0
SongjieXie/Discrete-TaskOriented-JSCC,https://github.com/SongjieXie/Discrete-TaskOriented-JSCC,https://github.com/SongjieXie/Discrete-TaskOriented-JSCC.git,49,7,2022-10-13T17:10:57Z,DT-JSCC: discrete joint source-channel coding for task-oriented communication with digital modulation,0
BenMSK/trajectory-prediction-for-KalmanPrediction-and-DeepLearning,https://github.com/BenMSK/trajectory-prediction-for-KalmanPrediction-and-DeepLearning,https://github.com/BenMSK/trajectory-prediction-for-KalmanPrediction-and-DeepLearning.git,49,7,2022-09-29T02:22:35Z,This repository is for studying a trajectory prediction using Kalman filter and deep learning models. ,0
VisionICLab/SwinFuSR,https://github.com/VisionICLab/SwinFuSR,https://github.com/VisionICLab/SwinFuSR.git,49,2,2024-10-29T15:08:56Z,SwinFuSR: an image fusion inspired model for RGB-guided thermal image super-resolution ,0
jackfengji/f5-steganography,https://github.com/jackfengji/f5-steganography,https://github.com/jackfengji/f5-steganography.git,49,16,2012-03-30T07:04:24Z,a python implement of f5 steganography,0
